split,view,filename,filepath,sharpness,brightness,contrast_std,noise,quality_label,guidance_text,abnormal_flag
train,Flows,Flows train (219).jpg,train\Flows\Flows train (219).jpg,395.95,46.11,52.23,1.39,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (22).jpg,train\Flows\Flows train (22).jpg,684.8,58.84,56.62,1.97,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (220).jpg,train\Flows\Flows train (220).jpg,542.28,59.72,51.24,1.74,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (221).jpg,train\Flows\Flows train (221).jpg,535.73,57.62,51.82,1.67,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (222).jpg,train\Flows\Flows train (222).jpg,535.37,58.01,52.1,1.67,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (223).jpg,train\Flows\Flows train (223).jpg,519.13,58.78,53.2,1.64,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (224).jpg,train\Flows\Flows train (224).jpg,1102.97,30.77,40.27,2.01,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (225).jpg,train\Flows\Flows train (225).jpg,1107.48,31.25,41.5,2.01,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (226).jpg,train\Flows\Flows train (226).jpg,1109.68,30.56,39.54,2.01,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (227).jpg,train\Flows\Flows train (227).jpg,1112.07,30.06,38.59,2.0,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (228).jpg,train\Flows\Flows train (228).jpg,1082.11,30.05,41.52,1.91,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (229).jpg,train\Flows\Flows train (229).jpg,1081.65,30.32,41.81,1.92,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (23).jpg,train\Flows\Flows train (23).jpg,674.19,61.84,57.53,2.0,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (230).jpg,train\Flows\Flows train (230).jpg,1086.84,29.95,40.2,1.93,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (231).jpg,train\Flows\Flows train (231).jpg,1094.63,29.58,39.2,1.94,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (232).jpg,train\Flows\Flows train (232).jpg,1078.78,31.74,41.91,1.99,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (233).jpg,train\Flows\Flows train (233).jpg,1089.27,31.34,42.15,1.99,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (234).jpg,train\Flows\Flows train (234).jpg,1088.1,31.59,42.72,1.99,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (235).jpg,train\Flows\Flows train (235).jpg,1092.2,30.98,40.88,1.99,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (236).jpg,train\Flows\Flows train (236).jpg,1106.23,31.0,41.92,1.98,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (237).jpg,train\Flows\Flows train (237).jpg,1107.74,31.19,42.29,1.98,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (238).jpg,train\Flows\Flows train (238).jpg,876.64,33.44,41.1,1.76,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (239).jpg,train\Flows\Flows train (239).jpg,874.66,33.22,40.62,1.76,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (24).jpg,train\Flows\Flows train (24).jpg,673.69,62.16,57.81,2.0,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (240).jpg,train\Flows\Flows train (240).jpg,875.4,33.05,40.32,1.76,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (241).jpg,train\Flows\Flows train (241).jpg,863.32,34.68,42.85,1.75,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (242).jpg,train\Flows\Flows train (242).jpg,858.31,34.51,42.35,1.77,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (243).jpg,train\Flows\Flows train (243).jpg,858.86,34.38,41.93,1.75,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (244).jpg,train\Flows\Flows train (244).jpg,872.12,35.34,43.75,1.76,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (245).jpg,train\Flows\Flows train (245).jpg,447.21,40.14,50.28,1.45,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (246).jpg,train\Flows\Flows train (246).jpg,447.46,40.37,50.63,1.46,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (247).jpg,train\Flows\Flows train (247).jpg,443.04,40.09,50.82,1.44,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (248).jpg,train\Flows\Flows train (248).jpg,442.78,40.16,50.96,1.44,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (249).jpg,train\Flows\Flows train (249).jpg,561.71,58.38,52.63,1.92,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (25).jpg,train\Flows\Flows train (25).jpg,672.44,62.2,57.92,2.01,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (250).jpg,train\Flows\Flows train (250).jpg,561.78,58.27,52.58,1.91,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (251).jpg,train\Flows\Flows train (251).jpg,567.26,58.5,52.79,1.89,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (252).jpg,train\Flows\Flows train (252).jpg,566.94,58.45,52.84,1.89,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (253).jpg,train\Flows\Flows train (253).jpg,553.59,58.55,52.3,1.87,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (254).jpg,train\Flows\Flows train (254).jpg,554.53,58.82,52.52,1.87,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (255).jpg,train\Flows\Flows train (255).jpg,879.87,53.81,42.88,2.32,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (256).jpg,train\Flows\Flows train (256).jpg,872.39,53.95,43.1,2.34,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (257).jpg,train\Flows\Flows train (257).jpg,871.9,53.15,41.47,2.31,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (258).jpg,train\Flows\Flows train (258).jpg,886.29,53.2,41.2,2.3,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (259).jpg,train\Flows\Flows train (259).jpg,901.68,53.69,42.06,2.31,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (26).jpg,train\Flows\Flows train (26).jpg,672.63,62.21,57.91,2.01,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (260).jpg,train\Flows\Flows train (260).jpg,905.08,54.11,43.06,2.32,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (261).jpg,train\Flows\Flows train (261).jpg,907.39,54.01,42.92,2.33,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (262).jpg,train\Flows\Flows train (262).jpg,902.7,53.44,43.09,2.29,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (263).jpg,train\Flows\Flows train (263).jpg,385.33,41.99,50.24,1.33,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (264).jpg,train\Flows\Flows train (264).jpg,384.97,41.83,50.21,1.33,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (265).jpg,train\Flows\Flows train (265).jpg,385.22,42.0,50.63,1.33,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (266).jpg,train\Flows\Flows train (266).jpg,386.05,42.32,51.29,1.33,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (267).jpg,train\Flows\Flows train (267).jpg,386.45,42.49,51.72,1.33,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (268).jpg,train\Flows\Flows train (268).jpg,388.56,41.9,50.61,1.31,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (269).jpg,train\Flows\Flows train (269).jpg,387.79,41.8,50.53,1.31,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (27).jpg,train\Flows\Flows train (27).jpg,598.27,65.45,58.85,1.94,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (270).jpg,train\Flows\Flows train (270).jpg,389.1,41.75,50.41,1.31,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (271).jpg,train\Flows\Flows train (271).jpg,389.96,41.89,50.63,1.32,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (272).jpg,train\Flows\Flows train (272).jpg,593.01,54.61,57.65,1.86,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (273).jpg,train\Flows\Flows train (273).jpg,577.04,56.52,57.75,1.86,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (274).jpg,train\Flows\Flows train (274).jpg,570.67,58.02,58.27,1.85,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (275).jpg,train\Flows\Flows train (275).jpg,571.19,58.69,58.43,1.87,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (276).jpg,train\Flows\Flows train (276).jpg,571.85,58.79,58.47,1.87,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (277).jpg,train\Flows\Flows train (277).jpg,585.89,57.4,57.99,1.86,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (278).jpg,train\Flows\Flows train (278).jpg,531.84,64.41,49.73,1.65,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (279).jpg,train\Flows\Flows train (279).jpg,557.48,71.45,52.53,1.71,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (28).jpg,train\Flows\Flows train (28).jpg,598.51,65.77,59.08,1.95,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (280).jpg,train\Flows\Flows train (280).jpg,557.93,71.77,52.8,1.71,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (281).jpg,train\Flows\Flows train (281).jpg,558.38,71.58,52.67,1.72,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (282).jpg,train\Flows\Flows train (282).jpg,559.05,71.29,52.35,1.72,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (283).jpg,train\Flows\Flows train (283).jpg,422.88,43.34,53.95,1.44,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (284).jpg,train\Flows\Flows train (284).jpg,423.08,43.42,54.02,1.44,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (285).jpg,train\Flows\Flows train (285).jpg,423.31,43.55,54.23,1.44,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (286).jpg,train\Flows\Flows train (286).jpg,422.05,43.82,54.28,1.43,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (287).jpg,train\Flows\Flows train (287).jpg,421.75,44.3,54.67,1.44,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (288).jpg,train\Flows\Flows train (288).jpg,421.73,44.41,54.76,1.44,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (289).jpg,train\Flows\Flows train (289).jpg,413.34,56.14,56.38,1.49,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (29).jpg,train\Flows\Flows train (29).jpg,599.49,65.94,59.17,1.95,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (290).jpg,train\Flows\Flows train (290).jpg,414.26,56.05,56.26,1.49,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (291).jpg,train\Flows\Flows train (291).jpg,416.47,57.01,56.65,1.46,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (292).jpg,train\Flows\Flows train (292).jpg,416.98,56.11,55.9,1.47,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (293).jpg,train\Flows\Flows train (293).jpg,417.24,55.9,55.94,1.47,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (294).jpg,train\Flows\Flows train (294).jpg,644.51,61.24,57.83,1.94,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (295).jpg,train\Flows\Flows train (295).jpg,539.34,41.5,46.93,1.62,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (296).jpg,train\Flows\Flows train (296).jpg,539.53,41.83,47.35,1.63,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (297).jpg,train\Flows\Flows train (297).jpg,585.32,56.87,53.87,1.75,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (298).jpg,train\Flows\Flows train (298).jpg,586.35,56.71,53.66,1.76,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (299).jpg,train\Flows\Flows train (299).jpg,594.33,57.7,54.47,1.75,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (3).jpg,train\Flows\Flows train (3).jpg,844.97,39.23,46.45,1.81,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (30).jpg,train\Flows\Flows train (30).jpg,602.88,63.32,58.0,1.93,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (300).jpg,train\Flows\Flows train (300).jpg,594.1,57.95,54.76,1.75,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (301).jpg,train\Flows\Flows train (301).jpg,593.76,57.83,54.63,1.75,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (302).jpg,train\Flows\Flows train (302).jpg,594.24,57.79,54.51,1.75,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (303).jpg,train\Flows\Flows train (303).jpg,584.47,58.87,54.54,1.74,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (304).jpg,train\Flows\Flows train (304).jpg,710.02,55.96,48.79,2.13,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (305).jpg,train\Flows\Flows train (305).jpg,728.91,56.13,49.21,2.03,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (306).jpg,train\Flows\Flows train (306).jpg,728.04,55.87,49.07,2.05,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (307).jpg,train\Flows\Flows train (307).jpg,725.53,55.65,48.41,2.05,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (308).jpg,train\Flows\Flows train (308).jpg,726.35,55.11,47.42,2.04,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (309).jpg,train\Flows\Flows train (309).jpg,736.91,59.27,51.49,2.09,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (31).jpg,train\Flows\Flows train (31).jpg,597.35,63.93,56.31,1.98,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (310).jpg,train\Flows\Flows train (310).jpg,730.63,60.12,52.4,2.13,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (311).jpg,train\Flows\Flows train (311).jpg,724.32,60.4,52.62,2.09,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (312).jpg,train\Flows\Flows train (312).jpg,702.62,57.13,49.63,2.04,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (313).jpg,train\Flows\Flows train (313).jpg,549.81,55.73,56.04,1.69,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (314).jpg,train\Flows\Flows train (314).jpg,550.04,55.8,56.4,1.69,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (315).jpg,train\Flows\Flows train (315).jpg,539.8,48.38,51.08,1.66,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (316).jpg,train\Flows\Flows train (316).jpg,532.25,49.04,51.88,1.65,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (317).jpg,train\Flows\Flows train (317).jpg,536.54,53.27,53.18,1.69,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (318).jpg,train\Flows\Flows train (318).jpg,538.2,52.85,52.67,1.69,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (319).jpg,train\Flows\Flows train (319).jpg,538.1,52.51,52.01,1.7,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (32).jpg,train\Flows\Flows train (32).jpg,597.65,64.02,56.37,1.98,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (320).jpg,train\Flows\Flows train (320).jpg,540.6,52.95,52.86,1.7,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (321).jpg,train\Flows\Flows train (321).jpg,535.07,53.14,54.01,1.7,good,Image quality is good. Proceed with assessment.,0
train,Flows,Flows train (322).jpg,train\Flows\Flows train (322).jpg,517.54,53.49,54.95,1.69,good,Image quality is good. Proceed with assessment.,0
